uri,track_name,artist_names,peak_rank,weeks_on_chart,danceability,energy,music_key,loudness,music_mode,speechiness,acousticness,tempo
spotify:track:4DByEumlGTZKSzuVEZ35eo,PURE/HONEY,Beyoncé,114,1,0.857,0.558,C#,-7.888,Major,0.134,0.0122,123.973
spotify:track:3k4CoiIQXiNBrwrmbBMDxj,ALL UP IN YOUR MIND,Beyoncé,148,1,0.744,0.577,A,-7.228,Major,0.0631,0.0672,135.869
spotify:track:2XMAWynSTIst5KmLSv0Npf,AMERICA HAS A PROBLEM,Beyoncé,152,1,0.789,0.614,C#,-6.491,Major,0.0579,0.00348,126.035
spotify:track:7KWKWJnbGJ3Soag6Oopion,CACHORRINHAS,Luísa Sonza,109,2,0.709,0.696,G#,-4.837,Minor,0.275,0.16,98.119
spotify:track:5SHpuW2qjkQtFRpE6P9Nks,The 30th,Billie Eilish,64,2,0.387,0.135,G,-14.398,Major,0.051,0.929,82.987
spotify:track:5vC8UAOHeG95ehRzZChniB,Ai Preto,"L7NNON, DJ Biel do Furduncinho, Bianca",140,5,0.953,0.57,F#,-5.149,Major,0.245,0.537,129.947
spotify:track:1c2hJSwcCfoPEw1su83Sw0,Hold My Hand,Lady Gaga,110,10,0.53,0.612,G,-4.286,Major,0.0331,0.0403,148.009
spotify:track:760jhRscwGbIIe1m1IIQpU,Surface Pressure,Jessica Darrow,26,3,0.65,0.584,D,-8.286,Major,0.307,0.0174,180.088
spotify:track:2SLwbpExuoBDZBpjfefCtV,Out of Time,The Weeknd,10,2,0.65,0.76,C,-4.422,Minor,0.0446,0.255,93.057
spotify:track:6Ab81Bs9fcOwaTYuBsUUpI,Eazy,"The Game, Kanye West",35,1,0.716,0.551,C#,-6.987,Major,0.47,0.167,82.393
spotify:track:0mL82sxCRjrs3br407IdJh,Is There Someone Else?,The Weeknd,11,2,0.702,0.586,A,-7.83,Minor,0.0313,0.0388,134.951
spotify:track:4TGwERXRlyQtBdggYTHo6j,Entre Nosotros (Remix) [con Nicki Nicole],"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",53,2,0.7,0.438,F,-5.784,Minor,0.0433,0.401,170.106
spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,55,7,0.398,0.286,G,-11.881,Major,0.033,0.616,78.262
spotify:track:37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),"The Weeknd, Ariana Grande",5,39,0.65,0.825,C,-4.645,Major,0.0325,0.0215,118.091
spotify:track:5dXWFMwD7I7zXsInONVl0H,I Hate U,SZA,19,7,0.535,0.388,G,-9.805,Minor,0.155,0.507,106.703
spotify:track:3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN,Emmy Meli,51,8,0.646,0.471,A#,-9.247,Major,0.157,0.122,170.084
spotify:track:3KyKxJ4P3pVCgaZwaq2rUC,Gasoline,The Weeknd,13,2,0.728,0.741,F#,-7.075,Minor,0.0473,0.000582,123.006
spotify:track:2Ghp894n1laIf2w98VeAOJ,How Do I Make You Love Me?,The Weeknd,14,2,0.805,0.498,G,-7.927,Minor,0.0737,0.0203,121.006
spotify:track:2D4dV2KXDTszzJ3p3cFqhA,Less Than Zero,The Weeknd,23,2,0.535,0.791,C,-5.55,Major,0.0327,0.00096,142.981
spotify:track:7sMBvZCSUl99bJLXZaLa0b,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",8,11,0.627,0.618,D,-8.529,Major,0.0437,0.0558,82.03
spotify:track:0lEjxUUlKqjqXrVlIHFduD,P power (feat. Drake),"Gunna, Drake",81,1,0.828,0.591,C#,-6.217,Major,0.109,0.0199,119.251
spotify:track:09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, Moliy",23,12,0.87,0.523,C#,-8.052,Minor,0.0602,0.433,110.02
spotify:track:4b1yxSdlumA8N4fEk4UOZp,The Family Madrigal,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",87,2,0.594,0.628,C#,-6.345,Major,0.359,0.12,141.391
spotify:track:0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,15,20,0.7,0.49,C,-5.187,Major,0.076,0.186,79.982
spotify:track:2vgUijXOTRMnWXDtvgMp2b,Take My Breath,The Weeknd,22,2,0.698,0.769,G#,-7.154,Major,0.0368,0.0128,121.02
spotify:track:1c4htMHiolERc0YJvZNdlc,Vai Lá Em Casa Hoje,"George Henrique & Rodrigo, Marília Mendonça",66,9,0.456,0.83,G#,-3.646,Minor,0.281,0.53,157.628
spotify:track:3XoYqtiWHhsk59frZupImG,What Else Can I Do?,"Diane Guerrero, Stephanie Beatriz",101,2,0.718,0.709,E,-5.568,Major,0.039,0.258,119.974
spotify:track:5rohUzwEoRsUvAA1Bf3DLo,Dos Oruguitas,Sebastian Yatra,104,2,0.423,0.355,C,-10.565,Major,0.0454,0.761,93.788
spotify:track:6nkoWsFZeFt5dUdNmlIceh,Bloqueado - Ao Vivo,Gusttavo Lima,106,4,0.828,0.721,C#,-4.274,Minor,0.0558,0.153,129.092
spotify:track:6P096SaOzrgGxs8NWOfX7M,Salimo de Noche,"Tiago PZK, Trueno",72,12,0.669,0.628,D,-4.177,Major,0.0526,0.294,83.803
spotify:track:3eJH2nAjvNXdmPfBkALiPZ,Acapulco,Jason Derulo,90,15,0.774,0.792,A#,-4.021,Major,0.0523,0.051,122.062
spotify:track:5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,112,3,0.568,0.824,A,-4.613,Major,0.0299,0.403,108.625
spotify:track:7bp3zmEvpHLa0h32nhDUkB,L’enfer,Stromae,113,1,0.4,0.547,D,-8.381,Minor,0.177,0.33,177.595
spotify:track:1E5Xu8dur0fAjSP1VpVhAZ,Best Friends,The Weeknd,26,2,0.737,0.564,E,-7.045,Minor,0.105,0.436,90.0
spotify:track:4qsOrxBv09HhNSpsgMRXdC,Esqueça-Me Se For Capaz,"Marília Mendonça, Maiara & Maraisa",67,11,0.799,0.685,F#,-5.366,Minor,0.0725,0.276,122.013
spotify:track:1NhjYYcYTRywc0di98xHxf,"Here We Go… Again (feat. Tyler, the Creator)","The Weeknd, Tyler, The Creator",25,2,0.469,0.623,C#,-4.432,Major,0.0302,0.345,134.943
spotify:track:68HocO7fx9z0MgDU0ZPHro,Every Summertime,NIKI,124,2,0.628,0.676,F#,-4.227,Major,0.0424,0.393,78.996
spotify:track:6IAZHEBUIGJ6NJKxxOBIEr,Rolling in the Deep,Adele,36,16,0.73,0.769,G#,-5.114,Major,0.0298,0.138,104.948
spotify:track:4HzqWEdAbzcVFDv0pvxV4w,Sobrio,Maluma,41,28,0.762,0.77,F,-2.758,Major,0.223,0.138,177.998
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,9,64,0.798,0.62,G#,-7.079,Minor,0.232,0.414,120.031
spotify:track:0yL7K9MzC20uBesZTPY81r,Pandora,"DJ Matt D, Menor MC, MC GP, Vulgo FK",129,3,0.688,0.458,C#,-9.138,Minor,0.588,0.14,124.553
spotify:track:4hJhHbkhZFnxmWbAkZRoe0,Peru,"Fireboy DML, Ed Sheeran",89,4,0.956,0.417,G,-7.892,Minor,0.0926,0.572,108.015
spotify:track:29TPjc8wxfz4XMn21O7VsZ,Sky,Playboi Carti,113,14,0.785,0.903,D,-4.184,Major,0.21,0.258,139.98
spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,ELEVEN,IVE,103,7,0.828,0.731,A,-3.033,Major,0.111,0.0617,119.978
spotify:track:0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",5,20,0.803,0.597,B,-6.035,Minor,0.141,0.000619,136.008
spotify:track:1kjs5eR4DMzyB0gm1Z8waV,DANCE CRIP,Trueno,79,9,0.857,0.766,C,-3.699,Major,0.0978,0.108,106.024
spotify:track:3JCaq3KDSROg3TXhdiDa9n,Ley Seca,"Jhay Cortez, Anuel AA",44,20,0.759,0.842,G#,-3.758,Major,0.096,0.101,105.059
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,Måneskin,8,35,0.75,0.608,C#,-4.008,Major,0.0387,0.00165,132.507
spotify:track:5VTjBl3ddZEiG2LrH4VzyR,Toma Toma Vapo Vapo,"Zé Felipe, Mc Danny",75,8,0.763,0.859,E,-3.3,Minor,0.0479,0.322,164.055
spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,Praise God,Kanye West,16,19,0.798,0.545,C#,-6.466,Major,0.168,0.00904,118.029
spotify:track:1FlL8ycld6uVDDyhV7P5FA,Cúrame,Rauw Alejandro,35,26,0.765,0.625,A,-3.599,Minor,0.0548,0.584,102.101
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",15,48,0.824,0.862,D,-3.424,Major,0.126,0.0076,122.98
spotify:track:4XvcHTUfIlWfyJTRG0aqlo,2055,Sleepy Hallow,31,27,0.829,0.512,F#,-5.865,Minor,0.187,0.492,80.511
spotify:track:45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,13,78,0.667,0.373,E,-9.389,Major,0.05,0.785,124.148
spotify:track:5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,11,31,0.369,0.272,A,-10.497,Major,0.0364,0.866,172.929
spotify:track:2VxeLyX666F8uXCJ0dZF8B,Shallow,"Lady Gaga, Bradley Cooper",3,171,0.572,0.385,G,-6.362,Major,0.0308,0.371,95.799
spotify:track:6E90gq0KO6FYZVOXx8kCcC,Astronaut In The Ocean,Masked Wolf,3,53,0.778,0.695,E,-6.865,Minor,0.0913,0.175,149.996
spotify:track:05bfbizlM5AX6Mf1RRyMho,AM Remix,"Nio Garcia, J Balvin, Bad Bunny",14,30,0.743,0.655,F#,-5.015,Minor,0.159,0.114,172.031
spotify:track:3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,110,145,0.422,0.264,G#,-7.064,Major,0.0322,0.922,119.93
spotify:track:1qE8DOtw7zdXHMgZm20eLM,The Feels,TWICE,57,16,0.808,0.903,A,-2.179,Major,0.0729,0.0899,120.044
spotify:track:6Dy1jexKYriXAVG6evyUTJ,OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli XCX, Saweetie",42,21,0.787,0.833,G#,-4.403,Major,0.0478,0.018,123.97
spotify:track:5UlnuulVAVmmesw4VzqHdG,Enemy - From the series Arcane League of Legends,"Imagine Dragons, Arcane, League of Legends",171,3,0.722,0.745,G,-4.164,Major,0.256,0.247,77.029
spotify:track:04sN26COy28wTXYj3dMoiZ,Bored,Billie Eilish,51,16,0.614,0.318,G,-12.695,Major,0.0478,0.896,119.959
spotify:track:6D2TCm4nf5nxAcdGJ7w3QP,Qué Más Pues?,"J Balvin, Maria Becerra",9,34,0.903,0.817,G#,-3.972,Major,0.095,0.0272,102.014
spotify:track:1J14CdDAvBTE1AJYUOwl6C,Arcade,Duncan Laurence,23,52,0.453,0.35,A,-11.639,Minor,0.0425,0.827,72.017
spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,Giveon,8,47,0.449,0.465,C,-8.964,Major,0.0791,0.524,89.087
spotify:track:5902W4uHWzhtOff1UK7the,When I’m Gone (with Katy Perry),"Alesso, Katy Perry",135,3,0.685,0.886,C,-4.179,Major,0.034,0.028,125.034
spotify:track:3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",30,20,0.711,0.611,C#,-5.453,Major,0.33,0.00588,134.093
spotify:track:32BeYxKPrig1LefHsC0Xuo,Happier Than Ever - Edit,Billie Eilish,70,17,0.334,0.599,C,-5.742,Major,0.0365,0.0468,161.74
spotify:track:4cktbXiXOapiLBMprHFErI,Memories,Maroon 5,2,116,0.775,0.327,B,-7.241,Major,0.0557,0.841,91.05
spotify:track:7iHHlCbsFou5DZSW5HCPfs,Ella - Remix,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",188,1,0.747,0.812,D#,-4.274,Minor,0.111,0.341,180.062
spotify:track:18vXApRmJSgQ6wG2ll9AOg,RAPSTAR,Polo G,3,40,0.789,0.536,F#,-6.862,Major,0.242,0.41,81.039
spotify:track:04S1pkp1VaIqjg8zZqknR5,Enchanted,Taylor Swift,61,10,0.535,0.618,G#,-3.913,Major,0.0273,0.0716,81.975
spotify:track:0hQNbQKW2dDATH1ngj4TI6,WA DA DA,Kep1er,191,1,0.785,0.907,A#,-2.657,Major,0.0938,0.00122,126.004
spotify:track:0cOa970mzTWAxKtltpkpLc,Miénteme,"TINI, Maria Becerra",41,35,0.85,0.541,D,-4.522,Major,0.0674,0.161,92.003
spotify:track:72g37RoelSnovZakG5MwnF,Parada Louca,"Mari Fernandez, Marcynho Sensação",107,3,0.693,0.936,G,-1.322,Major,0.0524,0.302,166.034
spotify:track:40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),"Drake, Travis Scott",3,19,0.666,0.465,C#,-8.545,Major,0.26,0.0503,167.937
spotify:track:4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",52,30,0.721,0.738,G,-4.77,Major,0.0403,0.00226,119.976
spotify:track:6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,13,226,0.841,0.728,G,-3.37,Major,0.0484,0.0847,130.049
spotify:track:0bBd6K5X4W7t9GyXcaVOA7,Sigue,"J Balvin, Ed Sheeran",45,1,0.889,0.641,G,-4.494,Major,0.0668,0.0515,87.99
spotify:track:3XjN0mvFkQp1FMVM9Ro5hm,RUMBATÓN,Daddy Yankee,58,1,0.685,0.909,D#,-4.034,Minor,0.0396,0.0471,95.004
spotify:track:2bdqU7C4softKNcMYDFi96,chaotic,Tate McRae,83,1,0.412,0.382,D,-7.023,Minor,0.0497,0.59,81.493
spotify:track:50eJOxJiGmJ7PBZaTKpje1,make up sex (feat. blackbear),"Machine Gun Kelly, blackbear",91,1,0.665,0.678,F,-4.122,Minor,0.0315,0.00156,131.986
spotify:track:6HJIZUOiZDE814XMhRGSZN,Soy El Unico,Yahritza Y Su Esencia,97,1,0.708,0.449,E,-4.369,Minor,0.0286,0.451,84.396
spotify:track:2oBMZYteeO8DyXV9gDx6Za,Feel My Rhythm,Red Velvet,114,1,0.412,0.94,C#,-2.171,Major,0.215,0.0648,157.964
spotify:track:0DGTcMqvVR7fmBXgiG6jz4,Just A Cloud Away,Pharrell Williams,115,2,0.89,0.46,D,-8.155,Major,0.0359,0.432,112.555
spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,164,1,0.413,0.881,B,-5.541,Minor,0.0367,5.99e-05,158.066
spotify:track:65MqlYPOWReasKWcuCaOCW,REMIX,Daddy Yankee,166,1,0.819,0.781,C#,-4.879,Major,0.0547,0.0323,100.062
spotify:track:3tBZ60j1jQ7NJm8IjelyQe,emo girl (feat. WILLOW),"Machine Gun Kelly, WILLOW",111,2,0.412,0.881,D,-3.502,Major,0.087,0.00039,165.012
spotify:track:0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",Olivia Rodrigo,17,29,0.695,0.575,A#,-6.334,Minor,0.116,0.198,163.929
spotify:track:272vIYVYzfAgHUQRUYWmhP,PARA SIEMPRE,"Daddy Yankee, Sech",193,1,0.794,0.828,G#,-5.883,Minor,0.0756,0.0999,90.015
spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,133,22,0.635,0.841,F,-5.379,Major,0.0422,0.0134,109.021
spotify:track:50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,62,50,0.609,0.378,E,-9.828,Major,0.438,0.835,100.418
spotify:track:51Zw1cKDgkad0CXv23HCMU,Daylight,Harry Styles,10,2,0.686,0.445,C,-7.189,Major,0.0398,0.484,145.5
spotify:track:3i058E8uxTsYqJ5NWZzqSj,Little Freak,Harry Styles,8,2,0.559,0.535,D#,-7.723,Major,0.039,0.719,141.96
spotify:track:06JvOZ39sK8D8SqiqfaxDU,True Love,"Kanye West, XXXTENTACION",24,1,0.712,0.861,F,-5.487,Minor,0.25,0.0182,84.042
spotify:track:4j6kId9QIqhoXvqHKgSKa0,Grapejuice,Harry Styles,11,2,0.645,0.721,F,-4.394,Major,0.0336,0.357,182.928
spotify:track:0rzaRSujxA0bKyjJl6vHYq,Satellite,Harry Styles,14,2,0.576,0.457,C,-6.473,Major,0.0304,0.143,138.984
spotify:track:2FeBslNBMdR9V58uv6hd2t,N95,Kendrick Lamar,3,3,0.79,0.67,C#,-5.527,Major,0.105,0.377,139.956
spotify:track:1mw0RgNXIpYRyyCdBQbLgA,Love Of My Life,Harry Styles,15,2,0.555,0.536,G,-8.233,Major,0.0452,0.669,118.057
spotify:track:35TyJIMR3xRouUuo2sjS6v,Cinema,Harry Styles,13,2,0.829,0.644,A,-7.696,Minor,0.0427,0.354,105.993
spotify:track:69w5X6uTrOaWM32IetSzvO,Daydreaming,Harry Styles,16,2,0.707,0.811,E,-5.298,Minor,0.0304,0.311,113.971
spotify:track:2NcQic8JxdjAlAHuNbOIRE,Keep Driving,Harry Styles,19,2,0.721,0.479,A,-9.669,Major,0.226,0.321,164.948
spotify:track:6gI9b2VsoWhjhIuIeToDVs,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",8,3,0.775,0.736,C#,-8.072,Minor,0.247,0.319,100.988
spotify:track:6qj02zSeEJGWZ4c0dn5QzJ,Boyfriends,Harry Styles,22,2,0.417,0.202,C,-10.976,Major,0.0357,0.935,118.029
spotify:track:6hFwju6M40CKovKBPu5IpY,ACORDA PEDRINHO,Jovem Dionisio,77,2,0.876,0.359,B,-11.169,Minor,0.341,0.187,124.016
spotify:track:18HOjcvTVV7W8YzBuOsAPS,Un Verano Sin Ti,Bad Bunny,20,4,0.503,0.496,F,-9.123,Minor,0.0556,0.693,187.844
spotify:track:2NMjggapJcXXM7WccGEBUO,Enséñame a Bailar,Bad Bunny,27,4,0.81,0.789,G#,-5.08,Major,0.0846,0.191,105.009
spotify:track:6EbVuwU7EnKeF2hdpViXCH,Die Young (feat. 347aidan),"Sleepy Hallow, 347aidan",97,1,0.808,0.582,B,-6.26,Major,0.338,0.827,77.471
spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,Thousand Miles,The Kid LAROI,18,6,0.376,0.657,G,-4.658,Major,0.0768,0.0858,80.565
spotify:track:0UvZcEfpzVyx47QsRbjyBz,El Apagón,Bad Bunny,28,4,0.629,0.698,G#,-4.485,Major,0.308,0.0509,117.765
spotify:track:63WuQOXohQIxOxIFA2K7bR,SUPERMODEL,Måneskin,89,3,0.636,0.876,G,-3.413,Major,0.0555,0.00164,120.983
spotify:track:0wihfILRNOwE2156Shezc8,Agosto,Bad Bunny,30,4,0.849,0.584,C#,-8.195,Minor,0.115,0.0929,115.018
spotify:track:3sa06xVNmLLYIxdNNmVQN8,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",116,7,0.763,0.782,G,-4.541,Minor,0.0346,0.182,127.034
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,124,5,0.315,0.715,B,-8.072,Minor,0.0362,0.00125,155.925
spotify:track:5oH4DQAuu1J1800RzUsBWa,That That (prod. & feat. SUGA of BTS),"PSY, SUGA",21,5,0.905,0.962,E,-3.197,Major,0.0856,0.0299,129.969
spotify:track:6kYGOFNUMxpab09L5Ukoke,Rich Spirit,Kendrick Lamar,17,3,0.852,0.421,A#,-9.153,Minor,0.208,0.428,95.977
spotify:track:0LnS7aOdOdI1dNKZqdOLz4,Dua Lipa,Jack Harlow,37,4,0.833,0.652,B,-6.942,Major,0.0762,0.00161,158.022
spotify:track:1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,Future,40,5,0.883,0.657,G#,-5.748,Major,0.305,0.0603,124.992
spotify:track:2NWaWZZLFMcr5P4uI2KvWy,En El Radio Un Cochinero,Victor Cibrian,148,1,0.696,0.623,F#,-8.738,Minor,0.0438,0.466,154.028
spotify:track:30W8VKHrAZmHzObnwAoc1u,TUS LÁGRIMAS,"Mora, Sech",93,6,0.683,0.714,C#,-4.898,Major,0.252,0.181,173.963
spotify:track:3ehHqgYRzmeUi345MfHS2N,París,"Morat, Duki",130,2,0.582,0.804,B,-4.155,Major,0.0389,0.0493,138.014
spotify:track:3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,6,104,0.676,0.771,G#,-3.675,Major,0.0483,0.0237,99.048
spotify:track:296nXCOv97WJNRWzIBQnoj,FEARLESS,LE SSERAFIM,149,4,0.863,0.62,G,-7.167,Major,0.135,0.0508,103.971
spotify:track:6Jkm5kUldvIqxzI1Pa7nXH,10 Things I Hate About You,Leah Kate,117,6,0.544,0.786,G#,-2.97,Major,0.0501,0.00991,153.967
spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,IVE,51,8,0.703,0.709,C#,-4.169,Minor,0.0433,0.00379,117.941
spotify:track:2qmG7dokbGpDGD0T5wORWt,Balanço da Rede,"Matheus Fernandes, Xand Avião",171,2,0.764,0.796,F#,-4.611,Minor,0.033,0.193,140.072
spotify:track:75UMtPC77vqKRwfSuYuNPO,San Lucas,Kevin Kaarl,149,5,0.577,0.363,G,-12.378,Major,0.0263,0.86,91.511
spotify:track:3tYTyAt1q6BFBiGyYVOLhi,Silent Hill,"Kendrick Lamar, Kodak Black",21,3,0.907,0.577,C#,-6.737,Minor,0.0767,0.438,140.07
spotify:track:05zd5Nv0e02ZqrlC8A2cwx,United In Grief,Kendrick Lamar,11,3,0.529,0.845,G#,-8.142,Major,0.404,0.244,85.63
spotify:track:2XRn6Qu0Wd1KvOND8JbaTx,Beautiful Girl,Luciano,59,5,0.839,0.412,B,-8.816,Minor,0.0935,0.287,139.901
spotify:track:4IaxDf2FixiQXq0mW7key9,ZOOM,Jessi,89,6,0.874,0.6,F#,-6.064,Major,0.158,0.00942,100.012
spotify:track:0U1W2LZVUX7qTm7dDpqxh6,When You're Gone,Shawn Mendes,21,9,0.603,0.691,F,-5.805,Major,0.0372,0.0248,147.148
spotify:track:69xohKu8C1fsflYAiSNbwM,Run BTS,BTS,11,1,0.724,0.818,G#,-3.747,Major,0.168,0.0201,77.004
spotify:track:4JzCFEc3O2UEdjKzevvFH5,For Youth,BTS,30,1,0.633,0.511,D,-5.665,Major,0.0368,0.434,116.855
spotify:track:1IthE5GNiRzFN5CVaCa445,Born Singer,BTS,43,1,0.602,0.841,G#,-3.334,Minor,0.109,0.0354,157.937
spotify:track:3S68RFe1lsdCdTMPIMJM3X,Cash In Cash Out,"Pharrell Williams, 21 Savage, Tyler, The Creator",53,1,0.877,0.56,G,-3.751,Major,0.0596,0.00721,119.971
spotify:track:1BkY0N8ChFk2mdLbAUu8ZK,Pass The Dutchie,Musical Youth,85,2,0.805,0.418,G,-14.374,Major,0.0979,0.459,149.724
spotify:track:6kxaaIeowajN7w21PfMLbu,So Good,Halsey,95,1,0.576,0.627,D#,-4.649,Minor,0.0449,0.0385,164.998
spotify:track:6ojZtz3sZr6ynvejLOqgCj,Nos Comemos (feat. Ozuna),"Tiago PZK, Ozuna",140,2,0.827,0.819,F#,-3.701,Major,0.052,0.1,92.017
spotify:track:31tf1qEai5o5f4r66Kd0pU,Me and Your Mama,Childish Gambino,158,2,0.554,0.433,F,-12.628,Major,0.0341,0.0116,117.996
spotify:track:4RtPruLRZbyirtJGqYHPQm,Antes de Perderte,Duki,173,1,0.812,0.925,F,-3.092,Minor,0.113,0.487,110.031
spotify:track:5W7DOVGQLTigu09afW7QMT,295,Sidhu Moose Wala,141,2,0.557,0.794,B,-5.698,Minor,0.2,0.179,91.366
spotify:track:4a9tbd947vo9K8Vti9JwcI,Boy With Luv (feat. Halsey),"BTS, Halsey",3,46,0.645,0.862,B,-4.761,Minor,0.0845,0.0933,119.947
spotify:track:0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,75,36,0.515,0.479,D#,-7.458,Major,0.0261,0.544,88.964
spotify:track:1HvTxgCj0mTzQlEo0zLvFb,In My Head,Lil Tjay,30,1,0.684,0.545,C#,-6.885,Major,0.121,0.159,143.049
spotify:track:40w8JmvwYUP2HUiXPxjy99,Me Arrepentí,"Ak4:20, Pailita, Cris Mj",80,1,0.861,0.786,C,-4.934,Major,0.164,0.289,92.031
spotify:track:6bQ5823aHmFVKLZW8E7rRo,Si Quieren Frontear,"Duki, De La Ghetto, Quevedo",113,1,0.789,0.837,A#,-3.247,Major,0.23,0.125,81.536
spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,29,81,0.567,0.267,E,-6.502,Major,0.0299,0.839,110.011
spotify:track:4WghJOMjDpGdlk3b8aJIgy,up at night (feat. justin bieber),"Kehlani, Justin Bieber",131,1,0.563,0.756,C,-3.852,Minor,0.0579,0.196,100.012
spotify:track:45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,44,34,0.448,0.838,E,-5.257,Minor,0.0557,0.21,139.863
spotify:track:7afaZ37wJJL6880z1NRgJS,Fim de Semana no Rio,Teto,139,1,0.867,0.494,C#,-6.514,Minor,0.084,0.118,118.868
spotify:track:3TSLqZssCoCdDlMhCJ08XW,Still Life,BIGBANG,148,1,0.68,0.584,G#,-4.457,Major,0.034,0.443,118.06
spotify:track:0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,Bruno Mars,181,2,0.601,0.271,C,-8.688,Major,0.0403,0.937,145.494
spotify:track:5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,14,39,0.516,0.595,F,-4.63,Major,0.0313,0.0275,119.972
spotify:track:3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,55,29,0.544,0.369,D,-9.514,Major,0.038,0.969,87.01
spotify:track:7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",144,2,0.558,0.559,F#,-9.222,Major,0.0959,0.371,78.558
spotify:track:3QGxgNaqaFSpORp2OVLXHR,212,"Chefin, Mainstreet",89,1,0.789,0.519,D,-4.84,Minor,0.0697,0.659,154.037
spotify:track:1G1R0XgChe18Zr1o6tlmN6,Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey,90,1,0.444,0.26,G,-10.045,Major,0.0316,0.964,120.443
spotify:track:3xRH6FPVtheDyNla3T1FE7,Hrs & Hrs,Muni Long,119,1,0.511,0.525,G#,-4.595,Minor,0.183,0.604,139.885
spotify:track:10hMM5nsZQf66ldBlgWBfG,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",108,3,0.348,0.652,D#,-7.145,Major,0.0931,0.0165,70.956
spotify:track:3M0lSi5WW79CXQamgSBIjx,Swim,Chase Atlantic,134,1,0.666,0.542,G#,-6.429,Major,0.0392,0.27,120.134
spotify:track:3oRW9ZGPRbLRMneQ5lwflt,Waiting On A Miracle,Stephanie Beatriz,155,1,0.48,0.554,C#,-8.145,Minor,0.069,0.171,190.066
spotify:track:1mSviQV9iQnGSRyvTIuxAj,Problemón,"Alvaro Diaz, Rauw Alejandro",158,1,0.706,0.739,A#,-3.753,Major,0.0586,0.266,91.906
spotify:track:186NCtNk1tUYS7c2DxgJ7O,Christmas Tree,V,100,2,0.437,0.384,F,-8.384,Major,0.042,0.699,139.009
spotify:track:7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,7,216,0.872,0.391,C,-9.144,Minor,0.242,0.469,134.021
